"","x"
"1",0.119518103
"2",0.140230377
"3",0.225867865
"4",0.214493448
"5",0.157666959
"6",0.242503328
"7",0.154697707
"8",0.463292204
"9",0.373753666
"10",0.55225455
"11",0.528567957
"12",0.320584969
"13",0.283093582
"14",0.675135448
"15",0.537443378
"16",0.223390249
"17",0.142200557
"18",0.342951471
"19",0.38258395
"20",0.621631584
"21",0.462691593
"22",0.349116654
"23",0.307288431
"24",0.837402091
"25",0.928084552
"26",0.479235142
"27",0.221723133
"28",0.351499907
"29",0.230340718
"30",0.333906819
"31",0.519362131
"32",0.302727322
"33",0.219197922
"34",0.149202546
"35",0.552422326
"36",0.383794288
"37",1.003663417
"38",0.714126827
"39",0.20430518
"40",0.539853802
"41",0.885427654
"42",0.748127911
"43",0.498958178
"44",0.312081479
"45",0.555101825
"46",0.41736927
"47",0.418035961
"48",0.398729664
"49",0.15589207
"50",0.204758712
"51",0.290850486
"52",0.350442602
"53",0.845339998
"54",0.415811403
"55",0.420689484
"56",0.555102303
"57",0.631108313
"58",0.451119491
"59",0.565039144
"60",0.447610419
"61",0.400817513
"62",0.387402593
"63",0.48976453
"64",0.53136789
"65",0.189709653
"66",0.557270278
"67",0.955077033
"68",0.750727258
"69",0.241353048
"70",0.408156057
"71",0.808548639
"72",0.798970405
"73",0.36800174
"74",0.746762433
"75",0.474566942
"76",0.260216393
"77",0.631990342
"78",0.349648208
"79",0.898633503
"80",1.412975476
"81",0.557436451
"82",0.657596346
"83",0.726999957
"84",0.612915581
"85",0.339416982
"86",0.769760585
"87",0.366991859
"88",0.271724841
"89",0.473588859
"90",0.349117817
"91",0.486153601
"92",0.514337129
"93",0.329714354
"94",0.816653407
"95",0.734616256
"96",0.242504333
"97",0.410873518
"98",0.107246819
"99",0.451119183
"100",0.191170434
"101",0.600841089
"102",0.631108596
"103",0.40081794
"104",0.727127491
"105",0.484432671
"106",0.472804328
"107",0.340781216
"108",0.349647779
"109",0.508716241
"110",0.712046822
"111",0.717884326
"112",0.396162596
"113",0.353867333
"114",0.98198838
"115",0.406562045
"116",0.762130619
"117",0.641602837
"118",0.384759697
"119",1.148398202
"120",1.940887867
"121",1.341310578
"122",0.385482444
"123",0.345645498
"124",0.087212832
"125",0.286675658
"126",0.579305355
"127",0.716591058
"128",0.491277424
"129",0.551581923
"130",0.5320661
"131",0.230340978
"132",0.318262081
"133",0.289572472
"134",0.547531244
"135",0.06810226
"136",0.460279029
"137",0.623121907
"138",0.277133567
"139",0.237868915
"140",0.364709786
"141",0.157076772
"142",0.202480599
"143",0.518289638
"144",1.078848267
"145",0.535540991
"146",0.442818057
"147",0.398961881
"148",0.525752523
"149",0.239809855
"150",0.633894682
"151",0.214492788
"152",0.939803461
"153",0.709042953
"154",0.236696413
"155",0.580584688
"156",0.608053205
"157",0.643480192
"158",0.555102568
"159",0.701150278
"160",0.305775885
"161",0.0953424
"162",0.596347025
"163",0.454397402
"164",0.538133171
"165",0.805905652
"166",0.861857066
"167",1.222345702
"168",1.075059124
"169",1.137686303
"170",0.851571293
"171",0.225868607
"172",0.452966369
"173",0.617288902
"174",0.439876784
"175",0.202938557
"176",0.136883316
"177",0.76249658
"178",1.051769552
"179",0.294022641
"180",0.34698425
"181",0.348851168
"182",0.248920997
"183",0.398031267
"184",0.267597369
"185",0.144786251
"186",0.335016811
"187",0.206562924
"188",0.074601081
"189",0.083961324
"190",0.234333397
"191",0.074601967
"192",0.088269864
"193",0.056158139
"194",0.155892409
"195",0.0136203
"196",0.110652351
"197",0.069450126
"198",0.138900861
"199",0.050962638
"200",0.073347558
