"","x"
"1",0.080579001
"2",0.0681018
"3",0.107246781
"4",0.231946115
"5",0.06388504
"6",0.033363153
"7",0.152888067
"8",0.11148729
"9",0.232345493
"10",0.088270173
"11",0.087212895
"12",0.264108509
"13",0.129214028
"14",0.0272406
"15",0.049108884
"16",0.05096271
"17",0.122582878
"18",0.101924431
"19",0.10637747
"20",0.083961476
"21",0.095343
"22",0.069451156
"23",0.070773405
"24",0.095342343
"25",0.040860933
"26",0.030455872
"27",0.109810853
"28",0.083961411
"29",0.099157336
"30",0.086142562
"31",0.117166228
"32",0.244028321
"33",0.26234643
"34",0.074602076
"35",0.080578325
"36",0.107246311
"37",0.074601875
"38",0.231946132
"39",0.092377251
"40",0.107246667
"41",0.176539805
"42",0.298717516
"43",0.0953424
"44",0.030456006
"45",0.183748508
"46",0.079419897
"47",0.049108967
"48",0.056158202
"49",0.128493855
"50",0.110652197
"51",0.100088736
"52",0.103729942
"53",0.251884472
"54",0.07460193
"55",0.351499857
"56",0.119518058
"57",0.079419794
"58",0.185256454
"59",0.126309887
"60",0.057786416
"61",0.529969274
"62",0.218775402
"63",0.221722985
"64",0.526281651
"65",0.660692511
"66",0.373008786
"67",0.223390475
"68",0.244028204
"69",0.482898747
"70",0.404504046
"71",0.264809731
"72",0.22339034
"73",0.187743133
"74",0.189709681
"75",0.271724693
"76",0.126309973
"77",0.451530365
"78",0.030455872
"79",0.44260858
"80",0.437762018
"81",0.132054224
"82",0.578664417
"83",0.967427938
"84",0.389789097
"85",0.126309919
"86",0.385963462
"87",0.591975999
"88",0.22339045
"89",0.245921739
"90",0.360617682
"91",0.42855419
"92",0.349117224
"93",0.286027324
"94",0.641748286
"95",0.419586396
"96",0.415141635
"97",0.264108179
"98",0.311187715
"99",0.346984208
"100",0.405191204
"101",0.250407289
"102",0.618339546
"103",0.472019211
"104",0.464492041
"105",0.511986751
"106",0.407245749
"107",0.575288562
"108",0.29496757
"109",0.694904867
"110",0.502478185
"111",0.434145079
"112",0.654627217
"113",0.230341031
"114",0.193102074
"115",0.35855325
"116",0.383794281
"117",0.569128914
"118",0.418479821
"119",0.324895778
"120",0.062415903
"121",0.229129143
"122",0.529969685
"123",0.233540435
"124",0.420689889
"125",0.572216575
"126",0.204305253
"127",0.263052644
"128",0.345645758
"129",0.393578711
"130",0.766742507
"131",1.207995478
"132",0.385241978
"133",0.37573431
"134",0.524515377
"135",0.723546603
"136",0.265858608
"137",0.805905757
"138",0.87446468
"139",0.815060977
"140",0.949621662
"141",0.547191845
"142",0.389313145
"143",0.350442217
"144",0.545833872
"145",0.268635163
"146",0.241353296
"147",0.349648196
"148",0.381855921
"149",0.615935331
"150",0.486725108
"151",0.331677203
"152",0.864006847
"153",0.369761466
"154",0.443864574
"155",0.191655419
"156",0.164010621
"157",0.251884238
"158",0.519183484
"159",0.347518957
"160",0.29244158
"161",0.800709415
"162",0.859917433
"163",1.282701177
"164",0.583929702
"165",0.509262969
"166",0.365471388
"167",0.189709064
"168",0.351235809
"169",0.532762801
"170",0.617739628
"171",0.793027592
"172",0.672106097
"173",0.126309811
"174",0.232744467
"175",0.745395736
"176",0.366992901
"177",0.309094665
"178",0.548209049
"179",0.521501659
"180",1.516881198
"181",0.75233197
"182",0.306382437
"183",0.771686211
"184",0.644776946
"185",0.807860346
"186",0.962044159
"187",0.552590191
"188",0.177064654
"189",0.310889676
"190",0.201102715
"191",0.405877275
"192",0.291488221
"193",0.346985378
"194",0.48289826
"195",0.859485672
"196",0.724571697
"197",0.845559102
"198",1.051592786
"199",0.764925081
"200",0.419364746
"201",0.608663653
"202",0.129929853
"203",0.315333831
"204",0.336948777
"205",0.549728889
"206",0.628457699
"207",0.197847146
"208",0.342410369
"209",0.06810172
"210",0.282438057
"211",1.030927059
"212",0.877112523
"213",0.418036002
"214",0.512892196
"215",0.593228453
"216",0.385482288
"217",0.721235625
"218",0.732085923
"219",0.618489899
"220",0.384035731
