"","x"
"1",0.030456051
"2",0.107246413
"3",0.069450293
"4",0.0272408
"5",0.100088478
"6",0.078241988
"7",0.050962737
"8",0.100088941
"9",0.06388504
"10",0.049108662
"11",0.087212988
"12",0.097269
"13",0.019262579
"14",0.056157887
"15",0.038524238
"16",0.019262579
"17",0.056158445
"18",0.056158299
"19",0.060912102
"20",0.03852445
"21",0.079419914
"22",0.097268818
"23",0.023590994
"24",0.030456319
"25",0.057786251
"26",0.0544815
"27",0.056157839
"28",0.040860567
"29",0.096309542
"30",0.0136203
"31",0.057786746
"32",0.113138348
"33",0.043071234
"34",0.030454978
"35",0.096310461
"36",0.099157624
"37",0.047181699
"38",0.050961721
"39",0.030456319
"40",0.0544816
"41",0.073348247
"42",0.059369878
"43",0.043071487
"44",0.1089628
"45",0.097268832
"46",0.019262579
"47",0.074601802
"48",0.082849363
"49",NA
"50",0.01362
"51",0.019261872
"52",0.038524309
"53",0.073348006
"54",0.019262154
"55",0.033362377
"56",0.057786487
"57",0.056158736
"58",0.057786251
"59",0.019262154
"60",0.023590994
"61",0.030455961
"62",0.040861
"63",0.023590936
"64",0.043071265
"65",0.0681017
"66",0.019261801
"67",0.056158154
"68",0.030455872
"69",0.06388504
"70",0.066725979
"71",0.069450411
"72",0.033362336
"73",0.087212567
"74",0.019262013
"75",0.05615762
"76",0.081722633
"77",0.033363153
"78",0.097268552
"79",0.049109051
"80",0.069450215
"81",0.082849659
"82",0.074601948
"83",0.030455425
"84",0.059369672
"85",0.019262508
"86",0.033362581
"87",0.0272405
"88",0.045173334
"89",0.070773597
"90",0.1320541
"91",0.030455961
"92",0.019261801
"93",0.030456185
"94",0.056158445
"95",0.0544813
"96",0.07077329
"97",0.040860567
"98",0.050962362
"99",0.083961476
"100",0.05096271
"101",0.023590936
"102",0.0408611
"103",0.050962683
"104",0.033362703
"105",0.078242684
"106",0.030456051
"107",0.019262579
"108",0.030456051
"109",0.092378578
"110",0.057786369
"111",0.045173455
"112",0.063885168
"113",0.079419537
"114",0.05936981
"115",0.019262508
"116",0.1089628
"117",0.096310461
"118",0.02724
"119",0.0272407
"120",0.100088437
"121",0.0408603
"122",0.086142689
"123",0.030455514
"124",0.060911744
"125",0.1362035
"126",0.050962737
"127",0.129929884
"128",0.19690678
"129",0.204304793
"130",0.073347467
"131",0.129929696
"132",0.111487412
"133",0.113955187
"134",0.082849264
"135",0.049107941
"136",0.040860867
"137",0.049108524
"138",0.082848278
"139",0.086141614
"140",0.019262579
"141",0.135520817
"142",0.137558713
"143",0.157666838
"144",0.078242632
"145",0.112315532
"146",0.06241599
"147",0.063884976
"148",0.056158008
"149",0.069450587
"150",0.057786251
"151",0.045173847
"152",0.043071392
"153",0.033363275
"154",0.030456274
"155",0.049108912
"156",0.043071265
"157",0.033362336
"158",0.073347876
"159",0.030455335
"160",0.05096255
"161",0.030456051
"162",0.045173575
"163",0.056158154
"164",0.019262579
"165",0.043071582
"166",0.059369741
"167",0.043071392
"168",0.0136204
"169",0.120291233
"170",0.056157742
"171",0.074601565
"172",0.132053522
"173",0.116372479
"174",0.079419245
"175",0.030456051
"176",0.030456319
"177",0.09136848
"178",0.212319689
"179",0.2043052
"180",0.347519549
